"YEAR";"HABITAT";"ESPECE";"MIGRATION";"CIinf";"CIquart_inf";"med";"CIquart_sup";"CIsup"
2022;"Terrestre";"CERYLA";"Court";0;0;0,5;1;2
2001;"Aquatique";"CETCET";"Court";0,5;0,5;0,5;0,5;0,5
2003;"Aquatique";"CETCET";"Court";5;5;5;5;5
2005;"Aquatique";"CETCET";"Court";3;3;3;3;3
2006;"Aquatique";"CETCET";"Court";1;1;1;1;1
2007;"Aquatique";"CETCET";"Court";0,675;0,75;0,833333333333333;0,916666666666667;0,991666666666667
2008;"Aquatique";"CETCET";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2009;"Aquatique";"CETCET";"Court";0,0149999999999999;0,15;0,3;0,45;0,585
2010;"Aquatique";"CETCET";"Court";0;0;0;0;0
2011;"Aquatique";"CETCET";"Court";0;0;0;0;0
2013;"Aquatique";"CETCET";"Court";0;0;0;0;0
2014;"Aquatique";"CETCET";"Court";0;0;0;1;3,7
2015;"Aquatique";"CETCET";"Court";0,333333333333333;0,333333333333333;0,416666666666667;0,75;1,425
2016;"Aquatique";"CETCET";"Court";0,0125;0,125;0,25;0,458333333333333;0,645833333333333
2017;"Aquatique";"CETCET";"Court";0,075;0,625;1,5;3;4,7
2018;"Aquatique";"CETCET";"Court";0,0833333333333333;0,75;1;1,375;1,9375
2019;"Aquatique";"CETCET";"Court";0,1125;1,125;2,25;3,25;3,925
2020;"Aquatique";"CETCET";"Court";0,0375;0,375;0,75;1;1
2021;"Aquatique";"CETCET";"Court";0,5125;0,625;0,75;0,875;0,9875
2022;"Aquatique";"CETCET";"Court";6;6;6;6;6
1999;"STOC-rozo";"CETCET";"Court";1,5;1,5;1,5;1,5;1,5
2000;"STOC-rozo";"CETCET";"Court";0,5;0,5;0,5;0,5;0,5
2001;"STOC-rozo";"CETCET";"Court";0,05;0,5;1;2;2,9
2002;"STOC-rozo";"CETCET";"Court";0;0;0,125;0,354166666666667;0,635416666666667
2003;"STOC-rozo";"CETCET";"Court";0,05;0,5;1;1;1
2004;"STOC-rozo";"CETCET";"Court";0;0;0;0,25;0,475
2005;"STOC-rozo";"CETCET";"Court";0;0;0;0;0
2006;"STOC-rozo";"CETCET";"Court";0,0166666666666666;0,166666666666667;0,333333333333333;0,5;0,65
2007;"STOC-rozo";"CETCET";"Court";0;0,178571428571429;1,10714285714286;2,25;2,9375
2008;"STOC-rozo";"CETCET";"Court";0;0;0;0,25;0,479166666666667
2009;"STOC-rozo";"CETCET";"Court";0;0,0625;0,291666666666667;0,583333333333333;1,83333333333333
2010;"STOC-rozo";"CETCET";"Court";0;0;0,25;1;1,9
2011;"STOC-rozo";"CETCET";"Court";0,346666666666667;0,466666666666667;0,6;0,8;0,98
2012;"STOC-rozo";"CETCET";"Court";0;0;0;0;0
2013;"STOC-rozo";"CETCET";"Court";0;0;0;0;0
2014;"STOC-rozo";"CETCET";"Court";0,0125;0,125;0,25;1,125;1,9125
2015;"STOC-rozo";"CETCET";"Court";0;0;0;0;0,283333333333333
2016;"STOC-rozo";"CETCET";"Court";0,0125;0,125;0,25;0,375;0,4875
2017;"STOC-rozo";"CETCET";"Court";0,1;1;1;2;5,6
2018;"STOC-rozo";"CETCET";"Court";0,0375;0,375;0,75;1;1
2019;"STOC-rozo";"CETCET";"Court";0;0;0,1;0,3;2,66666666666667
2020;"STOC-rozo";"CETCET";"Court";0,01875;0,1875;0,325;1,05;2,805
2021;"STOC-rozo";"CETCET";"Court";0;0;0,5;1,25;1,925
2022;"STOC-rozo";"CETCET";"Court";0;0;0,6;1;1
1991;"Terrestre";"CETCET";"Court";0,5;0,5;0,5;0,5;0,5
1992;"Terrestre";"CETCET";"Court";0;0;0;0;0
1993;"Terrestre";"CETCET";"Court";0,0178571428571428;0,178571428571429;0,357142857142857;0,535714285714286;0,696428571428572
1994;"Terrestre";"CETCET";"Court";1,00166666666667;1,01666666666667;1,03333333333333;1,05;1,065
1995;"Terrestre";"CETCET";"Court";0,675;0,75;0,833333333333333;0,916666666666667;0,991666666666667
1996;"Terrestre";"CETCET";"Court";0,448275862068966;0,448275862068966;0,448275862068966;0,448275862068966;0,448275862068966
1997;"Terrestre";"CETCET";"Court";0,4575;0,525;0,6;0,675;0,7425
1998;"Terrestre";"CETCET";"Court";0,35375;0,3875;0,425;0,4625;0,49625
1999;"Terrestre";"CETCET";"Court";0,2;0,2;0,2;0,2;0,2
2000;"Terrestre";"CETCET";"Court";0,200555555555556;0,205555555555556;0,211111111111111;0,216666666666667;0,221666666666667
2001;"Terrestre";"CETCET";"Court";0,446616541353383;0,609022556390977;0,789473684210526;1,18045112781955;1,53233082706767
2002;"Terrestre";"CETCET";"Court";0;0,285714285714286;0,571428571428571;2;2,57142857142857
2003;"Terrestre";"CETCET";"Court";0,169444444444444;0,613636363636364;1;1,15;1,310625
2004;"Terrestre";"CETCET";"Court";0,04375;0,4375;0,892857142857143;1,6;1,965
2005;"Terrestre";"CETCET";"Court";0;0,410714285714286;1;1,32456140350877;4,125
2006;"Terrestre";"CETCET";"Court";0;0;0,611111111111111;0,909090909090909;1,375
2007;"Terrestre";"CETCET";"Court";0;0;0,5;1;3,21428571428571
2008;"Terrestre";"CETCET";"Court";0;0;0,333333333333333;0,5;1,81538461538461
2009;"Terrestre";"CETCET";"Court";0;0,0681818181818182;0,555555555555556;1,32738095238095;1,90833333333333
2010;"Terrestre";"CETCET";"Court";0;0;0,4;0,636363636363636;1,66842105263158
2011;"Terrestre";"CETCET";"Court";0;0,166666666666667;0,5;0,928571428571429;2,0625
2012;"Terrestre";"CETCET";"Court";0;0,0833333333333333;0,6;1;3,5
2013;"Terrestre";"CETCET";"Court";0;0;0;0,492307692307692;1,16111111111111
2014;"Terrestre";"CETCET";"Court";0;0,294117647058824;0,666666666666667;1;2,34
2015;"Terrestre";"CETCET";"Court";0;0;0,1875;0,477941176470588;2,04338235294118
2016;"Terrestre";"CETCET";"Court";0;0;0,228494623655914;0,7;1,34205882352941
2017;"Terrestre";"CETCET";"Court";0;0,75;1,06666666666667;1,75714285714286;2,18333333333333
2018;"Terrestre";"CETCET";"Court";0;0;0,416666666666667;1;2,4
2019;"Terrestre";"CETCET";"Court";0;0;0,5;1,08333333333333;2,54722222222222
2020;"Terrestre";"CETCET";"Court";0;0,166666666666667;0,5;1;6
2021;"Terrestre";"CETCET";"Court";0;0;0,380952380952381;1;2,91428571428571
2022;"Terrestre";"CETCET";"Court";0;0,333333333333333;1;1,43888888888889;3,65833333333333
2011;"Terrestre";"CICLUS";"Court";0;0;0;0;0
2017;"Aquatique";"CISJUN";"Court";0;0;0;0;0
2018;"Aquatique";"CISJUN";"Court";1;1;1;1;1
2019;"Aquatique";"CISJUN";"Court";0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667;0,666666666666667
2006;"STOC-rozo";"CISJUN";"Court";0,5125;0,625;0,75;0,875;0,9875
2007;"STOC-rozo";"CISJUN";"Court";0;0;0;0;0
2008;"STOC-rozo";"CISJUN";"Court";0,5;0,5;0,5;0,5;0,5
2011;"STOC-rozo";"CISJUN";"Court";0;0;0;0;0
2016;"STOC-rozo";"CISJUN";"Court";0;0;0;0;0
2018;"STOC-rozo";"CISJUN";"Court";1;1;1;1;1
2019;"STOC-rozo";"CISJUN";"Court";0;0;0;0;0
2020;"STOC-rozo";"CISJUN";"Court";2;2;2;2;2
2022;"STOC-rozo";"CISJUN";"Court";0;0;0;0;0
1995;"Terrestre";"CISJUN";"Court";0;0;0;0;0
2000;"Terrestre";"CISJUN";"Court";0;0;0;0;0
2001;"Terrestre";"CISJUN";"Court";0;0;0;0;0
2003;"Terrestre";"CISJUN";"Court";0;0;0;0;0
2004;"Terrestre";"CISJUN";"Court";0;0;0;0;0
2005;"Terrestre";"CISJUN";"Court";0,5;0,5;0,5;0,5;0,5
2006;"Terrestre";"CISJUN";"Court";0;0;0;0;0
2007;"Terrestre";"CISJUN";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2008;"Terrestre";"CISJUN";"Court";0;0;0;0;0
2009;"Terrestre";"CISJUN";"Court";1;1;1;1;1
2011;"Terrestre";"CISJUN";"Court";0,55;1;1,5;2;2,45
2012;"Terrestre";"CISJUN";"Court";0;0;0;0;0
2013;"Terrestre";"CISJUN";"Court";0;0;0;0;0
2015;"Terrestre";"CISJUN";"Court";0;0;0;0,166666666666667;0,316666666666667
2016;"Terrestre";"CISJUN";"Court";0,05;0,5;1;1;1
2017;"Terrestre";"CISJUN";"Court";0;0;0;0;0
2018;"Terrestre";"CISJUN";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2019;"Terrestre";"CISJUN";"Court";0;0;0;0;0
2020;"Terrestre";"CISJUN";"Court";0,01875;0,1875;0,625;1;1
2021;"Terrestre";"CISJUN";"Court";0;0;0;0,5;0,95
2022;"Terrestre";"CISJUN";"Court";0,0416666666666665;0,416666666666667;0,833333333333333;1,25;1,625
2002;"STOC-rozo";"COCTES";"Court";0;0;0;0;0
1989;"Terrestre";"COCTES";"Court";0;0;0;0;0
1990;"Terrestre";"COCTES";"Court";0;0;0;0;0
1991;"Terrestre";"COCTES";"Court";0;0;0;0;0
1992;"Terrestre";"COCTES";"Court";0;0;0;0;0
1993;"Terrestre";"COCTES";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
1994;"Terrestre";"COCTES";"Court";0;0;0;0;0
1995;"Terrestre";"COCTES";"Court";0;0;0;0;0
1996;"Terrestre";"COCTES";"Court";0;0;0;0;0
1997;"Terrestre";"COCTES";"Court";0;0;0;0;0
1998;"Terrestre";"COCTES";"Court";0;0;0;0;0
1999;"Terrestre";"COCTES";"Court";0;0;0;0;0
2000;"Terrestre";"COCTES";"Court";0;0;0;0;0
2001;"Terrestre";"COCTES";"Court";0;0;0;0;0
2002;"Terrestre";"COCTES";"Court";0;0;0;0;0
2003;"Terrestre";"COCTES";"Court";0;0;0;0;0,583333333333333
2004;"Terrestre";"COCTES";"Court";0;0;0;0;0,45
2005;"Terrestre";"COCTES";"Court";0;0;0;0,5;0,95
2006;"Terrestre";"COCTES";"Court";0;0;0;1,5;2,85
2007;"Terrestre";"COCTES";"Court";0;0;0;0;0
2008;"Terrestre";"COCTES";"Court";0;0;0;0;0,4375
2009;"Terrestre";"COCTES";"Court";0;0;0;0;0
2010;"Terrestre";"COCTES";"Court";0;0;0;0;0,425
2011;"Terrestre";"COCTES";"Court";0;0;0;0,25;1,7
2012;"Terrestre";"COCTES";"Court";0;0;0;0,125;0,4625
2013;"Terrestre";"COCTES";"Court";0;0;0;0,714285714285714;0,971428571428572
2014;"Terrestre";"COCTES";"Court";0;0;0,2;0,625;3,175
2015;"Terrestre";"COCTES";"Court";0;0;0;0,291666666666667;0,9
2016;"Terrestre";"COCTES";"Court";0;0;0;0;0,175
2017;"Terrestre";"COCTES";"Court";0;0;0;0;1,625
2018;"Terrestre";"COCTES";"Court";0;0;0;0;0,2
2019;"Terrestre";"COCTES";"Court";0;0;0;0;0,729166666666667
2020;"Terrestre";"COCTES";"Court";0;0;0;0;1,725
2021;"Terrestre";"COCTES";"Court";0;0;0;0;0
2022;"Terrestre";"COCTES";"Court";0;0;0;0;0
2021;"Terrestre";"CODULA";"Court";0;0;0;0;0
1992;"Terrestre";"COLBUS";"Court";0;0;0;0;0
1997;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2001;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2004;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2005;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2006;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2007;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2008;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2009;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2010;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2011;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2012;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2013;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2014;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2015;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2016;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2017;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2018;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2019;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2020;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2021;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2022;"Terrestre";"COLBUS";"Court";0;0;0;0;0
2010;"Terrestre";"COLLIV";"Court";0;0;0;0;0
2003;"Terrestre";"CORFRU";"Court";0;0;0;0;0
2008;"Terrestre";"CORONE";"Court";0;0;0;0;0
2019;"Terrestre";"CORONE";"Court";0;0;0;0;0
2020;"Terrestre";"CORONE";"Court";0;0;0;0;0
2015;"Terrestre";"CORONEONE";"Court";0;0;0;0;0
2003;"Aquatique";"DENMAJ";"Court";0;0;0;0;0
2012;"Aquatique";"DENMAJ";"Court";0;0;0;0;0
2014;"Aquatique";"DENMAJ";"Court";0;0;0;0;0
2018;"Aquatique";"DENMAJ";"Court";0;0;0;0;0
2019;"Aquatique";"DENMAJ";"Court";0;0;0;0;0
2002;"STOC-rozo";"DENMAJ";"Court";0;0;0;0;0
2005;"STOC-rozo";"DENMAJ";"Court";1;1;1;1;1
2007;"STOC-rozo";"DENMAJ";"Court";0;0;0;0;0
2014;"STOC-rozo";"DENMAJ";"Court";0;0;0;0;0
2016;"STOC-rozo";"DENMAJ";"Court";0;0;0;0;0
2018;"STOC-rozo";"DENMAJ";"Court";1;1;1;1;1
2019;"STOC-rozo";"DENMAJ";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
1989;"Terrestre";"DENMAJ";"Court";1;1;1;1;1
1990;"Terrestre";"DENMAJ";"Court";0,0375;0,375;0,583333333333333;0,75;0,975
1991;"Terrestre";"DENMAJ";"Court";0;0;0;0;1,75
1992;"Terrestre";"DENMAJ";"Court";0;0;0;0;0
1993;"Terrestre";"DENMAJ";"Court";0;0;0;1;1,9
1994;"Terrestre";"DENMAJ";"Court";0;0;0;0,333333333333333;1,83333333333333
1995;"Terrestre";"DENMAJ";"Court";0;0;0;0,75;1
1996;"Terrestre";"DENMAJ";"Court";0;0;0,333333333333333;1,25;2,825
1997;"Terrestre";"DENMAJ";"Court";0;0;0;0,25;0,925
1998;"Terrestre";"DENMAJ";"Court";0;0;0,25;0,5;0,5
1999;"Terrestre";"DENMAJ";"Court";0;0;0,125;0,5625;1,40625
2000;"Terrestre";"DENMAJ";"Court";0;0;0;0;0,9
2001;"Terrestre";"DENMAJ";"Court";0;0;0;0,375;0,925
2002;"Terrestre";"DENMAJ";"Court";0;0;0;0;3,4
2003;"Terrestre";"DENMAJ";"Court";0;0;0;0;4,2125
2004;"Terrestre";"DENMAJ";"Court";0;0;0;0;1
2005;"Terrestre";"DENMAJ";"Court";0;0;0;1;3,05
2006;"Terrestre";"DENMAJ";"Court";0;0;0;0;0,883333333333333
2007;"Terrestre";"DENMAJ";"Court";0;0;0;0;2
2008;"Terrestre";"DENMAJ";"Court";0;0;0;0;1
2009;"Terrestre";"DENMAJ";"Court";0;0;0;0,75;2,35
2010;"Terrestre";"DENMAJ";"Court";0;0;0,583333333333333;1;1,575
2011;"Terrestre";"DENMAJ";"Court";0;0;0;0;2
2012;"Terrestre";"DENMAJ";"Court";0;0;0;0,75;1,55
2013;"Terrestre";"DENMAJ";"Court";0;0;0;0;0,925
2014;"Terrestre";"DENMAJ";"Court";0;0;0;0,5;1,2625
2015;"Terrestre";"DENMAJ";"Court";0;0;0;0,125;2,325
2016;"Terrestre";"DENMAJ";"Court";0;0;0;0;2,2
2017;"Terrestre";"DENMAJ";"Court";0;0;0;0,25;1,275
2018;"Terrestre";"DENMAJ";"Court";0;0;0;0;1,55
2019;"Terrestre";"DENMAJ";"Court";0;0;0;0,625;1,325
2020;"Terrestre";"DENMAJ";"Court";0;0;0;0,833333333333333;2,375
2021;"Terrestre";"DENMAJ";"Court";0;0;0;1;3
2022;"Terrestre";"DENMAJ";"Court";0;0;0;1;1
1994;"Terrestre";"DENMED";"Court";0;0;0;0;0
1995;"Terrestre";"DENMED";"Court";0;0;0;0;0
2003;"Terrestre";"DENMED";"Court";0;0;0;0;0
2004;"Terrestre";"DENMED";"Court";0;0;0;0;0
2005;"Terrestre";"DENMED";"Court";0;0;0;0;0
2006;"Terrestre";"DENMED";"Court";1;1;1;1;1
2009;"Terrestre";"DENMED";"Court";0;0;0;0;0
2010;"Terrestre";"DENMED";"Court";0;0;0;0;0
2011;"Terrestre";"DENMED";"Court";0;0;0;0,5;0,95
2012;"Terrestre";"DENMED";"Court";0;0;0;0;0
2014;"Terrestre";"DENMED";"Court";0;0;0;0;0
2015;"Terrestre";"DENMED";"Court";1;1;1;1;1
2016;"Terrestre";"DENMED";"Court";0;0;0;0,5;0,95
2017;"Terrestre";"DENMED";"Court";0;0;0;0;0
2018;"Terrestre";"DENMED";"Court";0;0;0;0,5;0,95
2019;"Terrestre";"DENMED";"Court";0;0;0;0;0
2020;"Terrestre";"DENMED";"Court";0;0;1;1;1,9
2021;"Terrestre";"DENMED";"Court";0;0;0,25;1;1,9
2022;"Terrestre";"DENMED";"Court";0;0;0;0;0
2019;"STOC-rozo";"DENMIN";"Court";0;0;0;0;0
1990;"Terrestre";"DENMIN";"Court";0;0;0;0;0
1992;"Terrestre";"DENMIN";"Court";0;0;0;0;0
1993;"Terrestre";"DENMIN";"Court";1;1;1;1;1
1996;"Terrestre";"DENMIN";"Court";0;0;0;0;0
1998;"Terrestre";"DENMIN";"Court";0;0;0;0;0
1999;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2002;"Terrestre";"DENMIN";"Court";0,5;0,5;0,5;0,5;0,5
2003;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2004;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2005;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2006;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2007;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2008;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2009;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2010;"Terrestre";"DENMIN";"Court";0;0;0,5;1;1
2011;"Terrestre";"DENMIN";"Court";0;0;0;1;1,9
2012;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2013;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2014;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2015;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2016;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2017;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2018;"Terrestre";"DENMIN";"Court";0;0;0;1;1,9
2020;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2021;"Terrestre";"DENMIN";"Court";0;0;0;0;0
2022;"Terrestre";"DENMIN";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2002;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
2003;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
2005;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
2006;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
2007;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
2008;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
2009;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
2010;"Terrestre";"DRYMAR";"Court";0;0;0;0,5;0,95
2011;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
2012;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
2014;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
2015;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
2016;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
2017;"Terrestre";"DRYMAR";"Court";1;1;1;1;1
2018;"Terrestre";"DRYMAR";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2020;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
2021;"Terrestre";"DRYMAR";"Court";0;0;0;0;0
1996;"Terrestre";"EMBCIA";"Court";0;0;0;0;0
2020;"Terrestre";"EMBCIA";"Court";0;0;0;0;0
2008;"Aquatique";"EMBCIR";"Court";0;0;0;0;0
2018;"STOC-rozo";"EMBCIR";"Court";0;0;0;0;0
2019;"STOC-rozo";"EMBCIR";"Court";0;0;0;0;0
1993;"Terrestre";"EMBCIR";"Court";0;0;0;0;0
2001;"Terrestre";"EMBCIR";"Court";0;0;0;0;0
2002;"Terrestre";"EMBCIR";"Court";0;0;0;0,0416666666666667;0,154166666666667
2003;"Terrestre";"EMBCIR";"Court";0;0;0,133333333333333;0,283333333333333;0,328333333333333
2004;"Terrestre";"EMBCIR";"Court";0;0;0;0;0,944444444444444
2005;"Terrestre";"EMBCIR";"Court";0;0;0;0;0,85
2006;"Terrestre";"EMBCIR";"Court";0;0;0;0,0178571428571429;0,8375
2007;"Terrestre";"EMBCIR";"Court";0;0;0;0;0,8125
2008;"Terrestre";"EMBCIR";"Court";0;0;0;0;0
2009;"Terrestre";"EMBCIR";"Court";0;0;0;0,1;1,0925
2010;"Terrestre";"EMBCIR";"Court";0,0166666666666667;0,166666666666667;0,333333333333333;0,416666666666667;0,491666666666667
2011;"Terrestre";"EMBCIR";"Court";0;0;0;0,225;0,94375
2012;"Terrestre";"EMBCIR";"Court";0;0;0;0;0,702380952380953
2013;"Terrestre";"EMBCIR";"Court";0;0;0;0;0,23875
2014;"Terrestre";"EMBCIR";"Court";0;0;0;0,425;0,94
2015;"Terrestre";"EMBCIR";"Court";0;0;0;0;0
2016;"Terrestre";"EMBCIR";"Court";0;0;0;0;0
2017;"Terrestre";"EMBCIR";"Court";0;0;0;0,305555555555556;0,925
2018;"Terrestre";"EMBCIR";"Court";0;0;0;0,0909090909090909;0,9
2019;"Terrestre";"EMBCIR";"Court";0;0;0;0,2;1,79
2020;"Terrestre";"EMBCIR";"Court";0;0;0,229166666666667;0,7;1
2021;"Terrestre";"EMBCIR";"Court";0;0;0;0,25;0,5
2022;"Terrestre";"EMBCIR";"Court";0;0;0;0;0,825
2012;"Aquatique";"EMBCIT";"Court";0;0;0;0;0
2020;"Aquatique";"EMBCIT";"Court";0;0;0;0;0
2003;"STOC-rozo";"EMBCIT";"Court";0;0;0;0;0
2006;"STOC-rozo";"EMBCIT";"Court";0;0;0;0;0
2007;"STOC-rozo";"EMBCIT";"Court";0,0125;0,125;0,25;0,375;0,4875
2009;"STOC-rozo";"EMBCIT";"Court";0;0;0;0;0
2010;"STOC-rozo";"EMBCIT";"Court";0;0;0;0;0
2011;"STOC-rozo";"EMBCIT";"Court";0;0;0;0;0
2012;"STOC-rozo";"EMBCIT";"Court";0;0;0;0;0
2021;"STOC-rozo";"EMBCIT";"Court";0;0;0;0;0
1989;"Terrestre";"EMBCIT";"Court";0;0;0;0;0
1990;"Terrestre";"EMBCIT";"Court";0;0;0;0;0,17
1991;"Terrestre";"EMBCIT";"Court";0;0;0;0;0,4375
1992;"Terrestre";"EMBCIT";"Court";0;0;0;0,0833333333333333;0,195
1993;"Terrestre";"EMBCIT";"Court";0;0;0;0,5;0,9125
1994;"Terrestre";"EMBCIT";"Court";0;0;0;0;0
1995;"Terrestre";"EMBCIT";"Court";0;0;0;0;0
1996;"Terrestre";"EMBCIT";"Court";0;0;0;0,107142857142857;0,396428571428571
1997;"Terrestre";"EMBCIT";"Court";0;0;0;0;0
1998;"Terrestre";"EMBCIT";"Court";0;0;0;0,166666666666667;0,9
1999;"Terrestre";"EMBCIT";"Court";0;0;0;0,666666666666667;0,741666666666667
2000;"Terrestre";"EMBCIT";"Court";0;0;0;0;0
2001;"Terrestre";"EMBCIT";"Court";0;0;0;0;1,65
2002;"Terrestre";"EMBCIT";"Court";0;0;0;0;0,640000000000001
2003;"Terrestre";"EMBCIT";"Court";0;0;0;0;0,708333333333334
2004;"Terrestre";"EMBCIT";"Court";0;0;0;0;0,807142857142857
2005;"Terrestre";"EMBCIT";"Court";0;0;0;0,291666666666667;1,1375
2006;"Terrestre";"EMBCIT";"Court";0;0;0;0;1,35
2007;"Terrestre";"EMBCIT";"Court";0;0;0;0;1,91875
2008;"Terrestre";"EMBCIT";"Court";0;0;0;0;0,275
2009;"Terrestre";"EMBCIT";"Court";0;0;0;0,333333333333333;0,866666666666667
2010;"Terrestre";"EMBCIT";"Court";0;0;0;0;0
2011;"Terrestre";"EMBCIT";"Court";0;0;0;0,1;2
2012;"Terrestre";"EMBCIT";"Court";0;0;0;0;0,742142857142856
2013;"Terrestre";"EMBCIT";"Court";0;0;0;0;0,266666666666667
2014;"Terrestre";"EMBCIT";"Court";0;0;0;0;1,98666666666667
2015;"Terrestre";"EMBCIT";"Court";0;0;0;0;0,85
2016;"Terrestre";"EMBCIT";"Court";0;0;0;0;0,366666666666667
2017;"Terrestre";"EMBCIT";"Court";0;0;0;0,5;1,3125
2018;"Terrestre";"EMBCIT";"Court";0;0;0;0;1
2019;"Terrestre";"EMBCIT";"Court";0;0;0;0,0277777777777778;1,625
2020;"Terrestre";"EMBCIT";"Court";0;0;0;0,125;1,15
2021;"Terrestre";"EMBCIT";"Court";0;0;0;0;0
2022;"Terrestre";"EMBCIT";"Court";0;0;0;0;0
2001;"Aquatique";"EMBSCH";"Court";0,176470588235294;0,176470588235294;0,176470588235294;0,176470588235294;0,176470588235294
2002;"Aquatique";"EMBSCH";"Court";0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333;0,333333333333333
2003;"Aquatique";"EMBSCH";"Court";0,4;0,4;0,4;0,4;0,4
2005;"Aquatique";"EMBSCH";"Court";0,6;0,6;0,6;0,6;0,6
2006;"Aquatique";"EMBSCH";"Court";0,111111111111111;0,111111111111111;0,111111111111111;0,111111111111111;0,111111111111111
2007;"Aquatique";"EMBSCH";"Court";0,255681818181818;0,306818181818182;0,363636363636364;1,26515151515152;2,07651515151515
2008;"Aquatique";"EMBSCH";"Court";0,228888888888889;0,488888888888889;0,777777777777778;1,38888888888889;1,93888888888889
2009;"Aquatique";"EMBSCH";"Court";0,693181818181818;0,931818181818182;1,1969696969697;1,46212121212121;1,70075757575758
2010;"Aquatique";"EMBSCH";"Court";0,251111111111111;0,711111111111111;1,22222222222222;1,61111111111111;1,96111111111111
2011;"Aquatique";"EMBSCH";"Court";0,175;0,25;0,333333333333333;0,666666666666667;0,966666666666667
2012;"Aquatique";"EMBSCH";"Court";0;0;0;0,142857142857143;0,271428571428571
2013;"Aquatique";"EMBSCH";"Court";0,0194444444444444;0,194444444444444;0,388888888888889;0,583333333333333;0,758333333333333
2014;"Aquatique";"EMBSCH";"Court";0,0107142857142857;0,107142857142857;0,383928571428571;0,96875;1,896875
2015;"Aquatique";"EMBSCH";"Court";0;0,0357142857142857;0,196428571428571;0,4375;2,6875
2016;"Aquatique";"EMBSCH";"Court";0;0,0357142857142857;0,238095238095238;0,333333333333333;2,66666666666667
2017;"Aquatique";"EMBSCH";"Court";0,0525;0,325;1,02857142857143;1,375;1,9125
2018;"Aquatique";"EMBSCH";"Court";0,07;0,85;2;3;7,125
2019;"Aquatique";"EMBSCH";"Court";0,025;0,25;0,666666666666667;1;1
2020;"Aquatique";"EMBSCH";"Court";0,450793650793651;0,507936507936508;0,571428571428571;0,785714285714286;0,978571428571429
2021;"Aquatique";"EMBSCH";"Court";0,0249999999999999;0,25;0,5;0,75;0,975
2022;"Aquatique";"EMBSCH";"Court";0;0;0;0;0
1997;"STOC-rozo";"EMBSCH";"Court";0,130555555555556;0,305555555555556;0,5;0,583333333333333;0,658333333333333
